fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,April,36,TELANGANA,3634,Mancherial,596775,254.789871875594,13,452,22.2546356,129,6,8681,459007,147476,53104,86444,26359,0,1191.75798280001,34847,49426,77090,164202,0,131088,254670,8810,1169.50334720001,289133,19,27.47,79.28,100.04,NA
2025-2026,April,36,TELANGANA,3641,Rajanna Sirsilla,405646,254.898571680082,10,253,8.79103,12,6,9355,266957,66032,35095,43389,12285,0,689.260609999997,24370,30912,60207,131025,0,99949,203547,9367,680.469579999997,191259,14,52.38,82.97,100,NA
2025-2026,April,36,TELANGANA,3643,Wanaparthy,453787,329.604241537559,7,236,22.79214,329,6,10095,144905,23668,24849,24609,14658,0,500.405166200001,19872,24910,70321,147872,0,135094,266039,10424,477.6130262,99205,30,65.56,95.97,100,NA
2025-2026,April,36,TELANGANA,3618,Nizamabad,1071261,308.491246889837,7,755,23.0746599,21,16,14722,350464,73944,67534,72059,48548,0,1104.2254234,43873,54057,158165,312626,0,268102,505228,14743,1081.1507635,242907,8,40.58,86.1,100,NA
2025-2026,April,36,TELANGANA,3619,Adilabad,1220268,291.927796003534,17,1003,34.76561,40,9,19132,1169834,175414,39943,622766,111467,0,3449.83622309999,65674,114997,109072,235744,0,174479,348638,19172,3415.07061309999,599774,44,55.26,87.16,100.05,NA
2025-2026,April,36,TELANGANA,3622,Khammam,996307,351.055998500299,10,762,29.14476,401,12,23493,400080,89712,101025,105136,90329,0,1433.6495988,39917,53626,174802,398842,0,322299,678134,23894,1404.5048388,220985,20,17.72,35.2,100,NA
2025-2026,April,36,TELANGANA,3625,Hanumakonda,357332,234.04623047378,8,121,9.32081,54,8,5751,89303,27282,32314,4789,3661,0,218.3311152,10078,12600,57422,122556,0,98645,200202,5805,209.0103052,57805,23,50.84,63.23,100,NA
2025-2026,April,36,TELANGANA,3626,Jagtial,613607,312.780736360633,10,338,10.93258,34,2,12552,393530,100225,45821,29721,8820,0,1241.8186118,39315,47346,100285,178818,0,170678,278210,12586,1230.8860318,296120,13,8.94,86.66,100,NA
2025-2026,April,36,TELANGANA,3628,Jayashanker Bhopalapally,532180,235.123137120079,12,317,10.88498,71,7,7425,229784,57398,40676,33756,18147,0,551.160329400001,18471,27284,70677,166387,0,113544,252282,7496,540.275349400001,122131,15,27.51,48.81,100.02,NA
2025-2026,April,36,TELANGANA,3631,Kumram Bheem(Asifabad),924776,235.096245593595,14,564,31.3063555,67,4,12163,599128,98242,30887,230330,68721,0,1439.83378979999,40107,65570,88880,187236,0,122985,244089,12230,1408.52743429999,321290,27,28.59,79.78,100,NA
2025-2026,April,36,TELANGANA,3633,Medchal,7134,267.875604670559,8,3,1.76365,0,34,872,2398,781,1436,369,168,0,8.18730700000001,270,285,4485,4974,0,20838,22396,872,6.42365700000001,1772,4,100,100,100,NA
2025-2026,April,36,TELANGANA,3637,Peddapalli,413126,308.503420945074,10,538,10.6845898,20,5,8596,278920,64609,34803,12600,4607,0,871.162331500001,27591,35526,70663,159766,0,125164,256411,8616,860.477741700001,197189,12,19.09,62.98,100,NA
2025-2026,April,36,TELANGANA,3642,Suryapet,987580,250.93606894777,9,1311,32.5865617,208,10,20678,485730,107847,84053,87597,78055,0,1251.4583294,49869,74544,176760,408094,0,291436,634416,20886,1218.8717677,299664,19,22.86,25.12,100.01,NA
2025-2026,April,36,TELANGANA,3643,Wanaparthy,453787,337.137575059619,7,226,22.79214,328,6,10052,135026,21948,24845,23364,14657,0,478.015522100001,19119,23917,70308,147840,0,135091,266029,10380,455.223382100001,92435,29,63.96,95.65,100,NA
2025-2026,May,36,TELANGANA,3617,Medak,1807119,273.217536647658,14,660,20.77559,24,36,12277,679716,116689,47296,121958,32654,0,1877.8789014,48143,74515,112941,245902,0,172840,347361,12301,1857.1033114,398212,18,19.44,86.64,100.02,NA
2025-2026,May,36,TELANGANA,3622,Khammam,2318459,338.110177567918,10,804,29.14476,418,11,23686,459993,101255,101048,121443,90365,0,1584.4279091,42010,56918,174854,398956,0,322296,678137,24104,1555.2831491,253330,20,18.38,36.52,100.01,NA
2025-2026,May,36,TELANGANA,3623,Nalgonda,2886118,282.498877852534,12,2111,50.6820808,183,23,26474,1189030,211773,103068,301241,101127,0,3409.67848812998,97483,142887,218166,503418,0,381887,810008,26657,3358.99640732998,759921,35,51.28,71.84,100,NA
2025-2026,May,36,TELANGANA,3635,Nagarkurnool,1440217,241.817909501437,11,618,25.3648363,97,6,16135,531909,161784,60078,92709,36146,0,1311.61606055,44442,61985,105236,219293,0,204682,394934,16232,1286.25122425,346838,28,67.21,74.38,100.04,NA
2025-2026,May,36,TELANGANA,3642,Suryapet,2379258,245.456552235839,10,1495,32.5865617,255,10,20729,593692,127096,84121,112303,78076,0,1489.8424758,57444,86790,176866,408316,0,291438,634443,20984,1457.2559141,366905,19,21.35,24.71,100.01,NA
2025-2026,April,36,TELANGANA,3627,Jangaon,676465,242.756501018686,10,418,25.4972159,9,6,14697,331800,69146,34124,65461,28711,0,830.963286280001,31601,44117,77314,161159,0,117822,231313,14706,805.466070380001,221899,34,50.36,53.89,100,NA
2025-2026,April,36,TELANGANA,3628,Jayashanker Bhopalapally,532180,234.037260954553,11,313,10.88498,38,7,7442,208726,50872,40677,30219,18146,0,499.3815933,17839,26164,70671,166368,0,113546,252280,7480,488.4966133,111056,16,30.8,53.14,100.02,NA
2025-2026,April,36,TELANGANA,3636,Nirmal,1417613,261.267289003755,12,721,22.24916,57,9,14187,746755,139019,52268,188194,48551,0,1973.27570399999,60989,92959,129158,263618,0,184906,349677,14244,1951.02654399999,455214,28,14.67,80.3,100,NA
2025-2026,April,36,TELANGANA,3640,Siddipet,872736,293.193651191436,11,631,24.62493,95,24,20328,676285,156293,62681,31810,10030,0,2007.44961396,56959,78345,123064,266037,0,206107,413607,20423,1982.82468396,455944,61,55.06,71.44,100,NA
2025-2026,May,36,TELANGANA,3614,Mahabubnagar,1127269,240.392542991613,14,341,20.57301,40,10,12458,542664,78630,24810,97921,23033,147.39492,1472.4917195,36245,46453,81064,148635,0,139347,228013,12498,1304.5237895,382970,26,32.29,66.58,100.01,NA
2025-2026,May,36,TELANGANA,3615,Vikarabad,2808079,260.201060258494,23,1402,32.0409148,288,26,23198,2022354,573217,76122,279086,37313,199.87982,5494.10728498007,84429,138768,127488,276268,0,192477,391872,23486,5262.18655018007,1148540,50,85.3,95.14,100,NA
2025-2026,May,36,TELANGANA,3627,Jangaon,1248146,234.677917339319,15,523,25.4972159,139,3,15036,582768,121040,34247,123570,28788,103.34953,1496.47455122,38229,54390,77490,161568,1,117825,231384,15175,1367.62780532,390515,35,56.73,62.32,100,NA
2025-2026,May,36,TELANGANA,3632,Mahabubabad,2091505,262.22200400388,17,902,15.86033,144,28,14967,962816,93115,37921,527449,146240,121.20169,2661.77743006999,55962,89848,137377,309367,0,236487,495935,15111,2524.71541006999,533139,14,41.79,88.91,100.03,NA
2025-2026,May,36,TELANGANA,3622,Khammam,2318459,320.625922747302,12,914,29.14476,479,11,24136,576187,124753,101103,154259,90524,208.58149,2085.1311355,47851,66033,174999,399286,0,322296,678165,24615,1847.4048855,320834,19,18.74,37.73,100.01,NA
2025-2026,May,36,TELANGANA,3633,Medchal,10192,271.476246632745,11,4,1.76365,0,33,873,3341,1058,1440,496,168,11.64423,22.4779014,289,307,4486,4980,0,20838,22401,873,9.0700214,2410,4,100,100,100,NA
2025-2026,May,36,TELANGANA,3634,Mancherial,1094197,246.331647687002,16,519,22.2546356,147,6,8749,668786,215122,53217,122041,26422,144.36527,1814.0514789,39497,57060,77290,164658,0,131125,254803,8896,1647.4315733,422130,18,29.86,78.77,100.03,NA
2025-2026,May,36,TELANGANA,3638,Sangareddy,2359986,243.860268239823,14,686,24.46288,173,44,15079,886371,309690,79502,130543,33526,200.62491,2386.5944882,59226,84951,125144,251497,0,229387,420791,15252,2161.5066982,553799,9,21.83,81.86,100.01,NA
2025-2026,May,36,TELANGANA,3639,Rangareddy,885740,353.512556509618,11,406,21.10776,167,33,14063,331448,110608,47499,33430,21319,200.05707,1392.8751283,27745,35650,83360,152286,0,170889,279815,14230,1171.7102983,224739,40,68.11,81.42,100,NA
2025-2026,May,36,TELANGANA,3620,Karimnagar,922450,269.27582825386,11,558,10.31232,69,15,13227,325329,106133,43340,2916,1180,118.66715,1005.0118293,27236,32919,79045,159472,0,138567,259012,13296,876.0323593,239914,20,17.85,41.65,100,NA
2025-2026,May,36,TELANGANA,3626,Jagtial,1254775,300.428311991696,12,370,10.93258,48,2,12635,507693,131026,45866,37847,8829,141.85976,1678.04585,42174,51043,100356,178982,0,170687,278275,12683,1525.25351,381012,13,8.62,80.09,100.01,NA
2025-2026,May,36,TELANGANA,3627,Jangaon,1248146,235.797848247795,13,480,25.4972159,24,4,14976,483077,100892,34206,100425,28735,88.98733,1253.56971728,35729,50449,77423,161398,0,117825,231350,15000,1139.08517138,322233,35,53.68,59.12,100,NA
2025-2026,May,36,TELANGANA,3630,Bhadradri Kothagudem,1955236,240.487454176342,15,522,31.166856,149,0,15728,822119,76200,34238,508639,177453,49.37324,2057.6331494,51558,73321,129956,289456,0,223388,459062,15877,1977.0930534,501033,44,48.07,71.08,100.02,NA
2025-2026,May,36,TELANGANA,3633,Medchal,10192,267.209126088359,10,4,1.76365,0,33,873,3101,1005,1440,369,168,11.64423,21.694035,289,307,4485,4979,0,20838,22401,873,8.286155,2202,4,100,100,100,NA
2025-2026,May,36,TELANGANA,3639,Rangareddy,885740,356.903027471435,11,385,21.10776,166,33,14079,311742,104349,47505,30964,21319,174.63033,1308.3547259,27241,34921,83351,152282,0,170888,279829,14245,1112.6166359,211206,40,67.37,80.97,100,NA
2025-2026,May,36,TELANGANA,3623,Nalgonda,2886118,274.524042592386,15,2614,50.6820808,294,22,27322,1870616,327370,103514,497541,101919,278.23157,5464.20431537999,118502,178950,219119,505745,0,381884,810302,27616,5135.29066457999,1187632,36,53.93,76.81,100,NA
2025-2026,May,36,TELANGANA,3627,Jangaon,1248146,234.075468973107,14,508,25.4972159,39,3,15087,551586,114248,34231,115099,28776,103.34953,1419.97426219,37536,53219,77472,161523,1,117826,231371,15126,1291.12751629,368916,35,55.84,61.42,100,NA
2025-2026,May,36,TELANGANA,3628,Jayashanker Bhopalapally,1072989,217.952314296042,15,379,10.88498,89,7,7494,343046,85021,40707,51955,18175,69.71509,828.276766100001,22177,33251,70754,166540,0,113543,252284,7583,747.676696100001,183290,15,30.16,50.35,100.02,NA
2025-2026,May,36,TELANGANA,3638,Sangareddy,2359986,246.924772078556,16,698,24.46288,173,42,15111,983760,345927,79519,137686,33540,200.62491,2654.2349278,60456,86960,125177,251559,0,229385,420791,15284,2429.1471378,614862,9,21.66,81.95,100.01,NA
2025-2026,May,36,TELANGANA,3639,Rangareddy,885740,349.268779201433,12,419,21.10776,167,32,14128,365179,123697,47519,36034,21327,200.05707,1496.6210652,28479,36656,83394,152326,0,170864,279756,14295,1275.4562352,246479,41,68.15,82.06,100,NA
2025-2026,May,36,TELANGANA,3640,Siddipet,1758469,271.013228528361,18,784,35.111827,576,24,20975,1233930,277916,62841,59708,10065,189.05928,3568.28463778001,67571,95450,123404,266802,0,206083,413678,21551,3344.11353078001,828905,63,54.74,74.48,100.01,NA
2025-2026,May,36,TELANGANA,3644,Yadadri Bhuvanagiri,1031171,287.57306096207,12,830,18.62363,50,9,13055,616859,129257,38052,76002,18676,165.89545,1958.43938812001,49009,60918,89248,178038,0,157692,292126,13105,1773.92030812001,489194,40,77.18,93.41,100,NA
2025-2026,May,36,TELANGANA,3646,Narayanpet,823778,239.206770411159,14,254,14.64904,32,0,8994,357770,50740,23067,29504,7287,96.00731,966.466412500004,25526,35590,66057,135792,0,116849,210907,9026,855.810062500004,234959,27,48.89,82.02,100,NA
2025-2026,May,36,TELANGANA,3620,Karimnagar,922450,272.852960104403,11,555,10.31232,67,15,13165,321063,104637,43341,2901,1180,0,886.3422193,27089,32716,79044,159466,0,138567,259008,13232,876.0298993,236735,20,17.6,41.78,100,NA
2025-2026,May,36,TELANGANA,3623,Nalgonda,2886118,281.424362499231,13,2331,50.6820808,202,23,26772,1479319,260146,103191,394166,101338,0,4213.84614588001,106210,157440,218472,504144,0,381889,810105,26974,4163.16406508001,940547,35,52.87,74.41,100,NA
2025-2026,May,36,TELANGANA,3626,Jagtial,1254775,301.605365686343,11,368,10.93258,40,2,12612,500005,128727,45864,37684,8829,0,1518.9744887,41927,50751,100348,178965,0,170687,278268,12652,1508.0419087,375127,13,8.62,79.93,100,NA
2025-2026,May,36,TELANGANA,3627,Jangaon,1248146,237.984186890376,13,468,25.4972159,21,4,14935,471089,98344,34208,99051,28731,0,1146.61454208,35493,50080,77421,161395,0,117826,231352,14956,1121.11732618,314209,35,53.88,58.84,100,NA
2025-2026,May,36,TELANGANA,3637,Peddapalli,836555,289.55490185793,12,580,10.6845898,119,4,8554,364115,84207,34835,16774,4619,0,1064.9974207,29993,38854,70726,159912,0,125164,256425,8673,1054.3128309,258528,12,18.91,61.29,100,NA
2025-2026,May,36,TELANGANA,3639,Rangareddy,885740,356.356964750422,11,385,21.10776,162,33,14041,310103,103830,47503,30932,21320,0,1126.1813984,27216,34878,83352,152283,0,170889,279829,14203,1105.0736384,210143,40,67.85,81.32,100,NA
2025-2026,May,36,TELANGANA,3614,Mahabubnagar,1127269,235.570685477143,12,309,20.57301,35,11,12322,425543,61684,24754,76452,22986,0,1023.0275721,33277,42248,80941,148357,0,139349,227938,12357,1002.4545621,301255,26,30.17,64.97,100.01,NA
2025-2026,May,36,TELANGANA,3633,Medchal,10192,267.205781653747,10,4,1.76365,0,33,873,3096,1005,1440,369,168,0,10.036341,288,306,4485,4979,0,20838,22401,873,8.272691,2202,4,100,100,100,NA
2025-2026,May,36,TELANGANA,3639,Rangareddy,885740,354.415876129074,11,384,21.10776,162,33,14034,309435,103634,47500,30618,21320,0,1117.7945263,27202,34859,83350,152279,0,170889,279830,14196,1096.6867663,209745,40,68.03,81.59,100,NA
2025-2026,May,36,TELANGANA,3643,Wanaparthy,946790,316.314132100724,8,262,22.79214,340,6,10220,193519,31369,24864,29533,14682,0,634.9200853,22972,29172,70357,147974,0,135091,266080,10560,612.1279453,132700,31,66.34,96.67,100,NA
2025-2026,May,36,TELANGANA,3646,Narayanpet,823778,241.009110588022,11,231,14.64904,17,0,8897,285908,41047,23043,23522,7268,0,703.713367900003,24065,33180,65999,135678,0,116849,210892,8914,689.064327900003,188149,26,47.28,80.73,100,NA
2025-2026,May,36,TELANGANA,3614,Mahabubnagar,1127269,238.400797174332,14,330,20.57301,40,10,12436,505084,73529,24795,90661,23022,147.39492,1372.0922124,35240,45027,81036,148574,0,139361,228007,12476,1204.1242824,357152,26,31.63,66.37,100.01,NA
2025-2026,May,36,TELANGANA,3618,Nizamabad,2224554,277.55759458261,10,921,23.0746599,21,20,15367,563740,115695,67640,117371,48620,197.42329,1785.2011336,52527,65919,158368,313080,0,268125,505355,15388,1564.7031837,388208,7,39.79,85.11,100.03,NA
2025-2026,May,36,TELANGANA,3630,Bhadradri Kothagudem,1955236,255.103768738527,16,562,31.166856,163,0,15815,910277,84383,34269,564634,177614,164.82622,2518.14400896,54285,77539,130066,289721,0,223385,459112,15978,2322.15093296,555436,44,48.18,70.27,100.02,NA
2025-2026,May,36,TELANGANA,3631,Kumram Bheem(Asifabad),1614890,226.688514772017,19,679,31.3063555,152,3,12563,975527,162054,30913,358231,68848,117.55439,2360.26841300001,50177,83669,89052,187530,1,122967,244042,12715,2211.40766750001,523676,28,31.53,75.67,100.06,NA
2025-2026,May,36,TELANGANA,3635,Nagarkurnool,1440217,239.405298638582,14,650,25.3648363,100,6,16378,683552,204239,60160,123370,36230,178.65964,1840.48418325,48281,68075,105432,219678,0,204707,394988,16478,1636.45970695,445480,29,70.63,78.06,100.09,NA
2025-2026,May,36,TELANGANA,3646,Narayanpet,823778,240.182878621228,13,253,14.64904,28,0,8983,343668,49096,23062,28871,7285,96.00731,936.088045300003,25368,35270,66049,135773,0,116849,210901,9011,825.431695300003,226249,27,49.35,82.76,100,NA
2025-2026,May,36,TELANGANA,3615,Vikarabad,2808079,261.081637404035,27,1455,32.0409148,548,26,23799,2422669,691011,76199,328977,37402,234.48547,6591.67027887996,87156,144289,127691,276712,3,192478,391887,24347,6325.14389407996,1373918,51,85.81,95.2,100,NA
2025-2026,May,36,TELANGANA,3624,Jogulamba Gadwal,942887,333.849278872555,10,246,17.48649,243,1,13381,239267,72025,44183,4029,2855,114.86818,931.145824079995,22875,34601,83747,191421,0,170665,365421,13624,798.791154079995,132552,40,52.09,52.64,100.05,NA
2025-2026,May,36,TELANGANA,3628,Jayashanker Bhopalapally,1072989,221.831698845685,17,417,10.88498,92,7,7541,416524,103076,40736,63412,18169,83.99734,1018.8645853,24361,36834,70791,166642,0,113538,252287,7633,923.982265299999,224473,15,31.69,51.84,102.14,NA
2025-2026,May,36,TELANGANA,3632,Mahabubabad,2091505,255.461368080033,19,1057,15.86033,329,28,14800,1197965,114534,38008,652425,146797,142.05382,3218.25192811997,62660,101637,137728,310267,2,236583,496370,15129,3060.33777811997,663957,14,41.1,89.7,100.03,NA
2025-2026,May,36,TELANGANA,3646,Narayanpet,823778,237.71266891892,16,264,14.64904,184,0,8977,428904,61404,23073,36209,7291,113.75757,1147.9657555,26740,37549,66069,135817,0,116822,210877,9161,1019.5591455,282669,28,49.49,83.65,100,NA
2025-2026,May,36,TELANGANA,3614,Mahabubnagar,1127269,242.242758299749,15,345,20.57301,40,10,12498,562999,81423,24819,101163,23042,179.53047,1563.9277868,36609,46976,81081,148687,0,139372,228080,12538,1363.8243068,396717,26,32.52,67.55,100.01,NA
2025-2026,May,36,TELANGANA,3630,Bhadradri Kothagudem,1955236,255.818355519578,17,582,31.166856,178,0,15883,973471,90660,34302,598804,177735,194.69557,2716.17992965999,56094,80499,130153,289953,0,223385,459191,16061,2490.31750365999,593022,44,47.6,69.73,100.04,NA
2025-2026,May,36,TELANGANA,3632,Mahabubabad,2091505,260.296181564942,17,941,15.86033,180,28,14991,1020957,99417,37943,556034,146392,140.32296,2813.69537641998,57813,93157,137456,309601,0,236540,496126,15171,2657.51208641998,565425,14,41.56,89.16,100.03,NA
2025-2026,May,36,TELANGANA,3636,Nirmal,2575475,256.425714016092,19,935,22.24916,230,5,14438,1451739,277332,52423,355854,48798,168.1386,3913.01985640007,76122,118969,129512,264456,3,184870,349822,14668,3722.63209640007,880243,28,13.72,80.35,100,NA
2025-2026,May,36,TELANGANA,3614,Mahabubnagar,1127269,241.775444938218,14,342,20.57301,40,10,12460,543435,78747,24811,98021,23033,147.39492,1481.86031920001,36320,46549,81069,148645,0,139357,228031,12500,1313.89238920001,383432,26,32.27,66.62,100.01,NA
2025-2026,May,36,TELANGANA,3619,Adilabad,1868212,278.13277919431,27,1234,34.76561,194,6,20484,2084276,317010,40107,1105522,111882,165.90713,5997.72750487999,75583,134054,109551,236819,29,174482,348774,20678,5797.05476487999,1063695,46,57.23,87.39,100.09,NA
2025-2026,May,36,TELANGANA,3622,Khammam,2318459,311.943959680173,12,1099,29.14476,533,10,24356,717265,154394,101185,201802,90596,232.80544,2499.4150424,56393,79109,175154,399606,0,322296,678174,24889,2237.4648424,404631,19,19.62,40.41,100.03,NA
2025-2026,May,36,TELANGANA,3636,Nirmal,2575475,258.351373836574,18,928,22.24916,127,5,14469,1425417,270428,52419,349509,48792,145.93545,3850.76901240008,75608,118031,129505,264422,2,184870,349798,14596,3682.58440240008,863937,28,13.51,80.34,100,NA
2025-2026,May,36,TELANGANA,3637,Peddapalli,836555,280.822638431107,13,627,10.6845898,242,3,8466,442350,102028,34864,20096,4621,110.54774,1363.4512709,31802,41426,70765,160009,0,125165,256445,8708,1242.2189411,315866,12,19.97,62.6,100,NA
2025-2026,May,36,TELANGANA,3638,Sangareddy,2359986,248.572436324782,16,703,24.46288,174,41,15129,1008006,354123,79527,142465,33545,200.62491,2730.71286249999,60988,87801,125185,251581,0,229384,420799,15303,2505.62507249999,629754,9,21.53,81.84,100.02,NA
2025-2026,May,36,TELANGANA,3639,Rangareddy,885740,349.539625050275,12,419,21.10776,180,32,14120,365489,123878,47520,36095,21327,200.05707,1498.6937102,28480,36657,83393,152328,0,170859,279740,14300,1277.5288802,246629,41,67.73,81.53,100,NA
2025-2026,May,36,TELANGANA,3640,Siddipet,1758469,274.748367672075,18,788,35.111827,696,24,20887,1249211,281261,62838,60287,10072,189.11128,3656.40993828001,67785,95809,123411,266811,0,206060,413633,21583,3432.18683128001,839867,63,54.64,74.32,100.01,NA
2025-2026,May,36,TELANGANA,3644,Yadadri Bhuvanagiri,1031171,287.178170850863,13,842,18.62363,73,9,13090,648273,135825,38067,80824,18680,165.89545,2046.21762352001,49538,61744,89272,178093,0,157692,292136,13163,1861.69854352001,512703,40,76.85,93,100,NA
